골목에서 내려오는 사람들과 지하철역 출구에서 올라오는 사람들이 만나며 인파가 크게 불어났다,다중밀집,0
좁은 길에 다 들어가지 못한 사람들이 도로 위로 쏟아져 나왔어요.,다중밀집,0
4차선 도로가 1차선만 남기고 전부 사람으로 가득 찼다.,다중밀집,0
어딘가에서 인파가 몰려 큰 사건이 발생할 것 같아요.,다중밀집,0
예상치 못한 곳에 많은 사람들이 몰려 위험한 상황이 벌어질 것 같아서 경찰에 신고하려고 합니다.,다중밀집,0
예상치 못한 사건으로 인해 인파가 몰려 위험한 상황이 생길 것 같아요.,다중밀집,0
인파가 몰려 압사사고가 생길 것 같아요.,다중밀집,0
길이 좁은데 사람이 너무 많이 몰려서 위험해요.,다중밀집,0
행사 진행중인데 너무 사람이 많아서 숨쉬기가 힘들어요.,다중밀집,0
사람들 사이에 지나갈 틈도 없는데 옆사람 넘어지고 난리났어요.,다중밀집,0
경기장에서 나가는 중인데 안전 통제가 잘 안 돼서 사고가 발생할 것 같아요.,다중밀집,0
지하철 출근시간인데 역에 사람이 너무 많아서 움직일 수가 없어요.,다중밀집,0
축제 출구에서 나가는 사람들과 들어오는 인파와 겹쳐 너무 혼잡해요,다중밀집,0
서울역 계단에 사람이 한꺼번에 몰려서 위험합니다.,다중밀집,0
여러 명이 동시에 넘어져서 깔렸어요.,다중밀집,0
사람들이 너무 많이 몰려있어서 경찰의 조치가 필요합니다.,다중밀집,0
행인들이 너무 밀집돼서 교통 통제가 필요합니다.,다중밀집,0
다중 밀집으로 인해 응급 구조 차량이 진입하기 어려운 상황입니다. ,다중밀집,0
사람들이 지나치게 밀집된 상황에서 안전 문제가 우려됩니다. ,다중밀집,0
이곳에서 대규모 시위가 진행 중인데 사람이 너무 많아서 사고가 날 것 같아요.,다중밀집,0
큰 규모의 이벤트가 열리는데 사람들이 너무 많아서 경찰의 지원이 필요합니다.,다중밀집,0
사람들이 많이 몰려서 움직이기도 어려운 상황입니다,다중밀집,0
사람들이 지나치게많이 몰려있어서 신체적 위험이 높습니다. ,다중밀집,0
큰 행사가 진행 중인데 사람들이 너무 많아 경찰 지원이 필요합니다.,다중밀집,0
콘서트장 군중 앞쪽 사람들이 밀려 넘어졌어요.,다중밀집,0
주택 앞에서 어떤 사람이 아기를 버리고 그 자리를 떠나는 모습을 목격했습니다.,유기,0
도로에 아이가 들어있는 캐리어를 버리고 도망간 사람들을 봤어요.,유기,0
도시 공원에서 아이와 함께 유모차를 버린 남성을 발견했어요.,유기,0
버스 정류장에서 아이를 혼자 둔 채로 떠나는 사람을 봤어요.,유기,0
주택 지역에서 아이가 담긴 박스를 길에 놓아둔 여성을 목격했습니다.,유기,0
고속도로 휴게소에서 무작위로 아이를 내려놓고 떠나는 부모를 발견하여 경찰에 이 사안을 신고합니다.,유기,0
"버스 정류장에서 아이를 두고 다른 버스로 타려는 모습을 보며, 이 아이에게 무슨 일이 일어난 것인지 확인해주세요.",유기,0
"도로가에 아이를 두고 차를 타려는 사람을 발견하여, 이에 대한 신속한 조치와 조사가 필요하다고 생각하여 경찰에 알립니다.",유기,0
"어린이를 버린 상황을 목격하여, 이에 대한 대응이 필요하다고 판단하여 경찰에 신고하려고 합니다.",유기,0
아동보호센터 앞에 갓난아기를 두고 가는 사람을 봤어요.,유기,0
어둠 속에서 누군가 시신을 유기하는 모습을 목격하여 경찰에 이 사건을 알립니다.,유기,0
도로 가로에 시신을 버리는 사람을 목격했습니다.,유기,0
주택 근처에서 사람이 시신을 버리고 있어요.,유기,0
산책로에서 시신을 버리는 사람을 봤어요.,유기,0
도시 공원에서 죽은 사람을 묻고있는 것 같은 현장을 목격했어요.,유기,0
해안가에서 시신을 버리는 사람을 발견했어요 와주세요 빨리,유기,0
길가에서 사람이 시신을 유기하는 모습을 봤어요,유기,0
도심 지역에서 사람이 시체를 버리는 걸 봤어요.,유기,0
아파트 단지 뒷산에서 대응이 필요하다고 생각하여 경찰에 신고하려고 합니다.,유기,0
도시에서 유기된 어린이를 발견했습니다.,유기,0
유기된 어린이를 길가에서 발견했어요.,유기,0
갓난아기가 길가에서 혼자 울고있어요 유기가 의심됩니다.,유기,0
노인이 유기되었고 안전이 우려됩니다.,유기,0
쓰레기봉투에 사람 형체가 버려져있어요.,유기,0
산책로를 걷다가 사람이 시신을 버리는 모습을 발견했습니다.,유기,0
도로에서 무단으로 급변선을 행하는 차량이 도주 중인데 잡아주세요.,교통사고,0
SUV 차량이랑 부딪혔는데 그 차가 고속도로로 도주 중이에요,교통사고,0
초등학교 앞인데 트럭이 아이를 쳤는데 달아나고 있어요 차량 번호는 23나 6549에요.,교통사고,0
마트 앞인데요 제 차를 들이받고 도망가는 차 좀 잡아주세요.,교통사고,0
"도로에서 갑작스럽게 반대 차선으로 치고 나와, 다른 차량을 향해 빠르게 달리고 있는 차량이 뻥소니 차량이에요.",교통사고,0
여기 일방통행인데 차가 들어와서 사람을 치고 도망갔어요. ,교통사고,0
차를 여러 대 박으면서 도망가는 차가 있어요. 제정신이 아닌 것 같은데 저지해주세요.,교통사고,0
검은색 세단이랑 부딪혔는데 도주중이에요.,교통사고,0
횡단보도 초록불에 무작정 차를 밀고들어와서 부딪혔는데 그 차가 지금 도망가는 중이에요.,교통사고,0
역주행하는 차랑 부딪혔는데 도망가네요.,교통사고,0
도로에서 발생한 다중 추돌 사고로 인해 많은 차량들이 사고에 휘말렸습니다.,교통사고,0
교차로에서 큰 다중 추돌 사고가 발생하여 차량들이 혼란에 빠져들고 있습니다. ,교통사고,0
경부고속도로 상행선에서 13중 추돌 사고가 발생하여 차량들이 연쇄적으로 충돌하고 있습니다. ,교통사고,0
터널에서 버스가 밀고 들어와서 차 7대가 그대로 밀렸어요.,교통사고,0
사거리 앞에서 차 4대가 부딪혔는데 상황 정리 해주세요.,교통사고,0
도로 위에서 음주 운전을 하는 차량을 목격했어요.,교통사고,0
주변에서 음주 상태로 운전하는 차량을 발견했어요,교통사고,0
식당에서 나오는데 방금 술먹은 사람이 운전대를 잡고 출발했습니다.,교통사고,0
고속도로인데 앞 차가 많이 비틀비틀거리네요 음주운전같아요.,교통사고,0
"도로에서 음주 상태로 차를 몰아, 다른 차량과 충돌하려고 하는 상황을 목격했어요.",교통사고,0
차량 사고를 목격했습니다.,교통사고,0
도로에서 큰 교통사고가 발생했습니다.,교통사고,0
버스가 오토바이와 크게 부딪혔어요.,교통사고,0
버스 두 대가 부딪혀서 큰 피해가 우려됩니다.,교통사고,0
주택가에서 음주 상태로 운전하는 차량이 허락되지 않는 곳을 달리고 있습니다. .,교통사고,0
거리에서 큰 인파가 모여들어 집단 싸움이 시작되었습니다.,강력 일반폭력,0
공원 내에서 두 그룹 사이의 폭력적인 충돌이 발생하고 있습니다.,강력 일반폭력,0
클럽에서 스무명정도가 싸우고있어요,강력 일반폭력,0
시장에서 발생한 집단 싸움으로 인해 상인들과 시민들이 위험에 처해있습니다. ,강력 일반폭력,0
무기를 들고 강도가 지하철에서 승객들을 위협하고 있습니다.,강력 일반폭력,0
현장에서 무기를 들고 도주 중인 강력범죄자를 발견했습니다.,강력 일반폭력,0
시장에서 칼을 들고 사람들을 위협하는 피해자의 신고가 들어왔습니다.,강력 일반폭력,0
다수의 경찰이 이동범죄 용의자를 포위하고 있습니다.,강력 일반폭력,0
도심에서 무기를 들고 돌아다니며 위험을 일으키는 범죄자를 목격했습니다.,강력 일반폭력,0
무장한 강도가 은행에서 인질을 잡고 있습니다.,강력 일반폭력,0
칼을 들고 거리에서 사람들을 위협하는 범죄자가 보고되었습니다.,강력 일반폭력,0
무기를 들고 도주 중인 강력범죄 용의자의 위치가 파악되었습니다.,강력 일반폭력,0
공원에서 무장한 절도범이 시민을 위협하고 있습니다.,강력 일반폭력,0
현장에서 무기를 들고 다니며 위험한 행동을 하는 범죄자를 발견했습니다.,강력 일반폭력,0
칼을 들고 마트 내에서 현행범죄를 저지르려는 용의자를 목격했습니다.,강력 일반폭력,0
현장에서 무기를 들고 다니며 위험한 행동을 하는 범죄자를 발견했습니다.,강력 일반폭력,0
칼을 들고 버스 정류장에서 사람들을 위협하는 용의자를 발견했습니다.,강력 일반폭력,0
무장한 강도가 상점에서 시민들을 위협하고 있습니다.,강력 일반폭력,0
칼을 가진 범죄자가 공공장소에서 위험한 행동을 하고 있습니다.,강력 일반폭력,0
무장한 절도범이 거리에서 시민들을 위협하고 있습니다.,강력 일반폭력,0
칼을 들고 현장에서 현행범죄를 저지르려는 용의자를 목격했습니다.,강력 일반폭력,0
무기를 지참한 강도가 시장에서 사람들을 위협하고 있습니다.,강력 일반폭력,0
칼든 사람이 시민들을 위협하고 있습니다.,강력 일반폭력,0
칼을 지참한 범죄자가 버스 정류장에서 시민들을 위협하고 있습니다.,강력 일반폭력,0
술집 앞인데 깨진 술병으로 사람들을 찌르고 있어요,강력 일반폭력,0
도로에서 발생한 치명적인 폭력 사건으로 한 명이 숨지셨습니다.,살인,0
상점 근처에서 칼을 사용한 흉악한 사건이 발생하여 희생자가 발생하였습니다.,살인,0
도심 지역에서 발생한 살인 사건으로 한 명이 사망하였습니다.,살인,0
학교 근처에서 한 남자가 다른 여자의 목을 조르는 사건으로 인해 한 명이 사망하였습니다.,살인,0
야간 거리에서 심한 폭행이 이루어지고 이미 희생자가 발생하였습니다.,살인,0
주거 단지에서 벌어진 치명적인 폭력 사건으로 한 명이 목숨을 잃었습니다.,살인,0
산책로에서 발생한 총격사건으로 한 명이 사망하였습니다.,살인,0
학교 근처에서 발생한 치명적인 총격 사건으로 인해 한 명이 희생되었습니다.,살인,0
도심에서 발생한 칼부림으로 한 명이 사망하였습니다.,살인,0
아파트단지에서 미친놈이 칼로 사람을 쑤시고있어요.,살인,0
도로에서 벌어진 충격적인 상황에서 어떤 남자가 다른 사람을 향해 칼을 휘둘러 죽였어요.,살인,0
주택 앞에서 발생한 끔찍한 사건에서 한 남자가 다른 남자의 목을 조르고 목숨을 끊는 모습을 직접 목격했습니다.,살인,0
상점에서 어떤 사람이 다른 사람을 총으로 쏘아 살해하는 현장을 직접 목격했습니다.,살인,0
어떤 사람이 칼로 찌르며 다른 사람을 살해하는 잔인한 장면을 직접 목격했습니다.,살인,0
학교 근처에서한 남자가 다른 남자를 맨손으로 때려 죽였어요.,살인,0
어두운 거리에서 어떤 사람이 총을 들고 다른 사람을 여러 번 쏘아 목숨을 끊는 현장을 눈으로 보았습니다.,살인,0
내가 어떤 사람이 칼을 들고 다른 사람을 찌르고 있어요.,살인,0
도로에서 한 남자가 다른 남자를 칼로 찌르고 난 후 피투성이가 된 몸을 뒤집어쓰며 도망가는 걸 봤어요.,살인,0
다른 사람의 목을 조르며 목숨을 끊어가는 모습을 직접 목격했습니다.,살인,0
건물 내에서의 줄로 목을 졸라 죽이고 있어요,살인,0
총을 들고 다른 사람을 여러 번 쏘아 목숨을 끊는 현장을 눈으로 보았습니다.,살인,0
방금 살인사건을 목격했어요,살인,0
지하 주차장에서 사람 죽이는 걸 봤어요.,살인,0
머리 긴 사람이 모자를 뒤집어 쓰고 칼로 찌르고 다녀요 급해요.,살인,0
제 눈 앞에서 살인 사건이 벌어지고 있어요.,살인,0
도로에서 미지의 남성이 나를 강제로 끌어당겨 접근하며 성추행했습니다.,강제추행/강간,0
버스에서 나를 노린 남성이 갑자기 다가와 몸을 강제로 만지며 불쾌한 상황을 만들었습니다.,강제추행/강간,0
밤길을 걷다가 알 수 없는 남성이 강제로 손을 끌어당기며 성적인 접촉을 해요.,강제추행/강간,0
주차장에서 갑자기 다가온 남성이 몸을 강제로 만졌어요.,강제추행/강간,0
어둡고 외딴 곳에서 강제로 다가온 남성에게 성추행당했어요.,강제추행/강간,0
친구의 파티에서 낯선 남성에게 강제로 끌려가 성적인 접촉을 당했어요.,강제추행/강간,0
야간에 혼자 걷던 중 강제로 다가온 남성이 성적인 시도를 시도하여 끔찍한 경험을 했습니다.,강제추행/강간,0
안전하다고 생각했던 곳에서 강제로 다가온 남성에게 성적인 접촉을 시도당했습니다.,강제추행/강간,0
친구의 집에서 낯선 여성이 접근하여 강제로 성적인 행동을 시도했습니다.,강제추행/강간,0
밤에 성적인 시도를 받아 불안과 두려움을 느꼈습니다.,강제추행/강간,0
어두운 곳에 끌려가 강제로 성관계를 강요당했습니다.,강제추행/강간,0
낯선 남성이 외딴 곳으로 끌려가 강제로 성관계를 하자고했어요.,강제추행/강간,0
어린 시절부터 알고 지내던 사람에게 강제로 성관계를 시도당해 큰 충격을 받았습니다.,강제추행/강간,0
소개팅 중 낯선 남성이 강제로 성관계를 시도하였으며 공포와 불안한 상태였습니다.,강제추행/강간,0
파티에서 음주 상태인 남성에게 강제로 성관계를 강요당한 경험을 겪었습니다.,강제추행/강간,0
친구의 집에서 강제로 성관계를 시도한 낯선 남성에게 끔찍한 경험을 했습니다.,강제추행/강간,0
외출 중 갑자기 다가온 남성이 강제로 성관계를 시도하여 완전히 혼란스러운 상황이었습니다.,강제추행/강간,0
어둠 속에서 친숙한 사람에게 강제로 성관계를 강요당한 경험으로 많은 고통을 겪었습니다.,강제추행/강간,0
낯선 남성에게 강제로 끌려가 성관계를 시도당한 후 완전히 당황했어요,강제추행/강간,0
제 방 안에서 강간 사건이 발생했습니다. ,강제추행/강간,0
실내에서 강간을 목격하였습니다. 상황이 매우 위급합니다. ,강제추행/강간,0
제 몸을 만지고 달아난 사람 좀 잡아주세요.,강제추행/강간,0
원치않는 성관계를 강요당하고있어요 도와주세요,강제추행/강간,0
강제 추행하는 걸 목격했는데 빠른 출동이 필요해요.,강제추행/강간,0
속옷을 벗으라고 강요당한 상황에서 낯선 남성이 성관계를 시도했어요 살려주세요,강제추행/강간,0
음식점 근천데 아버지가 딸을 때리고 있어요.,가정폭력,0
아파트인데 아내가 남편을 구타하고 소리 지르며 싸우는 상황이 벌어지고 있습니다.,가정폭력,0
주택에서 아버지가 자녀를 무례하게 다루며 폭행하고 있는 상황이 발생하였습니다.,가정폭력,0
아내가 남편을 폭행하고 소음과 함께 싸움이 계속되고 있습니다. ,가정폭력,0
아버지가 아이들을 폭행하며 소음과 함께 상황이 긴장되어 있습니다.,가정폭력,0
아파트 101호인데요 어머니가 자식들을 심하게 때리는 소리가 나요.,가정폭력,0
6층에서 아내가 남편을 개패듯이 패고있어요.,가정폭력,0
"아파트 202호에서는 부부 간의 싸움이 소음과 함께 진행 중이고, 아버지가 아내를 폭행하고 상황이 매우 긴장되어 있습니다.",가정폭력,0
아들이 자기 엄마되는 사람을 때리고 있어요.,가정폭력,0
아버지가 술에 취해 가정에서 폭행을 시도하고 있습니다. ,가정폭력,0
아빠가 집 안에 있는 물건들을 부수고 때리려고 해요.,가정폭력,0
502호에서 부부 간의 폭력 사태가 갑자기 너무 심각해졌어요.,가정폭력,0
부모님이 딸 머리채를 잡아당기고 목을 졸라요.,가정폭력,0
아버지로 추정되는 사람이 술먹고 집에서 난동을 피우고 있고 자식들이 위험해보여요.,가정폭력,0
엄마가 담배불로 아들을 지지려고 해요.,가정폭력,0
도움이 필요한 상황입니다. 가정폭력 사건을 목격했습니다,가정폭력,0
저희 집에서 남편이 폭력을 행사하고 있습니다.,가정폭력,0
아버지가 저와 어머니에게 폭력을 가하고 있습니다.,가정폭력,0
아들이 엄마에게 폭력을 행사하고 있습니다.,가정폭력,0
